ImageId,Label
1,0
2,0
3,7
4,7
5,0
6,7
7,0
8,3
9,0
10,3
11,3
12,7
13,9
14,0
15,4
16,0
17,1
18,1
19,7
20,0
21,7
22,1
23,1
24,1
25,7
26,7
27,1
28,4
29,7
30,9
31,7
32,1
33,4
34,1
35,6
36,2
37,1
38,1
39,1
40,0
41,7
42,7
43,4
44,7
45,1
46,7
47,1
48,0
49,1
50,1
51,6
52,3
53,1
54,8
55,9
56,1
57,1
58,9
59,1
60,7
61,7
62,1
63,9
64,0
65,0
66,0
67,1
68,9
69,0
70,1
71,6
72,1
73,8
74,0
75,9
76,0
77,2
78,9
79,1
80,3
81,7
82,6
83,1
84,0
85,9
86,1
87,4
88,8
89,4
90,7
91,1
92,0
93,1
94,1
95,1
96,1
97,3
98,9
99,7
100,1
101,0
102,9
103,1
104,0
105,9
106,1
107,0
108,5
109,0
110,3
111,4
112,0
113,6
114,1
115,1
116,9
117,1
118,1
119,1
120,9
121,2
122,7
123,0
124,1
125,1
126,1
127,2
128,7
129,1
130,7
131,3
132,9
133,1
134,0
135,0
136,0
137,3
138,1
139,1
140,4
141,4
142,3
143,4
144,8
145,1
146,8
147,4
148,7
149,1
150,1
151,1
152,0
153,9
154,1
155,3
156,1
157,9
158,3
159,7
160,1
161,3
162,0
163,9
164,3
165,1
166,1
167,1
168,4
169,3
170,0
171,0
172,7
173,7
174,6
175,1
176,1
177,9
178,1
179,1
180,0
181,4
182,1
183,2
184,4
185,4
186,7
187,1
188,1
189,1
190,0
191,6
192,1
193,4
194,4
195,6
196,0
197,1
198,7
199,6
200,7
201,1
202,1
203,0
204,1
205,4
206,0
207,8
208,4
209,1
210,4
211,0
212,7
213,3
214,1
215,7
216,9
217,1
218,1
219,1
220,4
221,4
222,3
223,1
224,0
225,2
226,9
227,1
228,4
229,1
230,0
231,0
232,1
233,9
234,1
235,7
236,3
237,4
238,1
239,1
240,1
241,3
242,1
243,2
244,2
245,7
246,9
247,9
248,2
249,1
250,9
251,9
252,4
253,1
254,1
255,9
256,4
257,1
258,1
259,4
260,3
261,1
262,3
263,3
264,8
265,7
266,0
267,6
268,8
269,1
270,1
271,6
272,0
273,6
274,3
275,7
276,1
277,1
278,3
279,1
